,Year,Tm,#Bat,BatAge,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,LOB,Postseason
234,2007,San Francisco Giants,44,32.6,4.22,162,6213,5538,683,1407,267,37,131,641,119,33,532,907,.254,.322,.387,.708,82,2141,142,39,67,36,74,1141,False
235,2007,St. Louis Cardinals,45,30.3,4.48,162,6211,5529,725,1513,279,13,141,690,56,33,506,909,.274,.337,.405,.743,92,2241,154,54,68,54,47,1167,False
236,2007,Tampa Bay Devil Rays,45,25.9,4.83,162,6280,5593,782,1500,291,36,187,750,131,48,545,1324,.268,.336,.433,.769,103,2424,119,53,34,52,31,1166,False
237,2007,Texas Rangers,50,29.4,5.04,162,6214,5555,816,1460,298,36,179,768,88,25,503,1224,.263,.328,.426,.754,97,2367,129,56,57,42,27,1092,False
238,2007,Toronto Blue Jays,46,30.4,4.65,162,6197,5536,753,1434,344,24,165,719,57,22,533,1044,.259,.327,.419,.746,95,2321,127,47,33,48,32,1112,False
239,2007,Washington Nationals,47,27.9,4.15,162,6201,5520,673,1415,309,31,123,646,69,23,524,1128,.256,.325,.390,.715,89,2155,143,53,63,41,38,1163,False
240,2008,Arizona Diamondbacks,41,26.7,4.44,162,6156,5409,720,1355,318,47,159,683,58,23,587,1287,.251,.327,.415,.742,88,2244,105,49,68,43,49,1142,False
241,2008,Atlanta Braves,49,27.1,4.65,162,6368,5604,753,1514,316,33,130,721,58,27,618,1023,.270,.345,.408,.753,99,2286,143,42,69,34,56,1274,False
242,2008,Baltimore Orioles,46,30.1,4.86,161,6211,5559,782,1486,322,30,172,750,81,37,533,990,.267,.333,.429,.762,100,2384,111,42,27,48,37,1134,False
243,2008,Boston Red Sox,47,29.8,5.22,162,6402,5596,845,1565,353,33,173,807,120,35,646,1068,.280,.358,.447,.805,107,2503,147,70,28,62,49,1262,True
244,2008,Chicago Cubs,42,30.0,5.31,161,6384,5588,855,1552,329,21,184,811,87,34,636,1186,.278,.354,.443,.797,103,2475,134,50,65,45,48,1237,True
245,2008,Chicago White Sox,39,30.6,4.98,163,6231,5553,811,1458,296,13,235,785,67,34,540,1016,.263,.332,.448,.780,102,2485,157,63,28,47,33,1067,True
246,2008,Cincinnati Reds,48,28.6,4.35,162,6188,5465,704,1351,269,24,187,677,85,47,560,1125,.247,.321,.408,.729,89,2229,101,50,72,41,50,1138,False
247,2008,Cleveland Indians,49,27.6,4.97,162,6299,5543,805,1455,339,22,171,772,77,29,560,1213,.262,.339,.424,.763,103,2351,123,103,43,49,44,1184,False
248,2008,Colorado Rockies,49,27.5,4.61,162,6312,5557,747,1462,310,28,160,714,141,37,570,1209,.263,.336,.415,.751,89,2308,119,57,90,38,36,1207,False
249,2008,Detroit Tigers,46,30.3,5.07,162,6331,5641,821,1529,293,41,200,780,63,31,572,1076,.271,.340,.444,.784,105,2504,144,44,30,44,23,1159,False
250,2008,Florida Marlins,45,28.0,4.78,161,6206,5499,770,1397,302,28,208,741,76,28,543,1371,.254,.326,.433,.759,97,2379,98,69,49,46,50,1140,False
251,2008,Houston Astros,41,31.1,4.42,161,6051,5451,712,1432,284,22,167,684,114,52,449,1051,.263,.323,.415,.737,95,2261,116,52,57,41,42,1073,False
252,2008,Kansas City Royals,43,28.0,4.27,162,6118,5608,691,1507,303,28,120,650,79,38,392,1005,.269,.320,.397,.717,91,2226,144,50,32,36,31,1073,False
253,2008,Los Angeles Angels of Anaheim,41,29.0,4.72,162,6155,5540,765,1486,274,25,159,721,129,48,481,987,.268,.330,.413,.743,95,2287,140,52,32,50,52,1087,True
254,2008,Los Angeles Dodgers,46,28.5,4.32,162,6194,5506,700,1455,271,29,137,659,126,43,543,1032,.264,.333,.399,.732,93,2195,153,43,64,38,62,1161,True
255,2008,Milwaukee Brewers,44,28.6,4.63,162,6252,5535,750,1398,324,35,198,722,108,38,550,1203,.253,.325,.431,.757,99,2386,97,69,54,43,44,1153,True
256,2008,Minnesota Twins,40,26.2,5.09,163,6331,5641,829,1572,298,49,111,791,102,42,529,979,.279,.340,.408,.748,102,2301,142,36,52,72,48,1140,False
257,2008,New York Mets,50,30.1,4.93,162,6388,5606,799,1491,274,38,172,751,138,36,619,1024,.266,.340,.420,.761,101,2357,129,39,73,49,71,1220,False
258,2008,New York Yankees,51,31.3,4.87,162,6257,5572,789,1512,289,20,180,758,118,39,535,1015,.271,.342,.427,.769,101,2381,149,80,31,39,36,1160,False
259,2008,Oakland Athletics,51,27.2,4.01,161,6138,5451,646,1318,270,23,125,610,88,21,574,1226,.242,.318,.369,.686,87,2009,126,48,30,35,23,1166,False
260,2008,Philadelphia Phillies,40,30.1,4.93,162,6273,5509,799,1407,291,36,214,762,136,25,586,1117,.255,.332,.438,.770,99,2412,108,67,71,40,68,1154,True
261,2008,Pittsburgh Pirates,47,28.4,4.54,162,6278,5628,735,1454,314,21,153,705,57,19,474,1039,.258,.320,.403,.723,92,2269,111,59,66,51,40,1135,False
262,2008,San Diego Padres,59,28.9,3.93,162,6244,5568,637,1390,264,27,154,615,36,17,518,1259,.250,.317,.390,.707,96,2170,129,53,59,46,35,1181,False
263,2008,Seattle Mariners,44,29.7,4.14,162,6176,5643,671,1498,285,20,124,631,90,32,417,890,.265,.318,.389,.707,90,2195,137,38,36,42,44,1151,False
264,2008,San Francisco Giants,49,29.6,3.95,162,6145,5543,640,1452,311,37,94,606,108,46,452,1044,.262,.321,.382,.703,83,2119,139,48,57,44,45,1148,False
265,2008,St. Louis Cardinals,43,28.8,4.81,162,6370,5636,779,1585,283,26,174,744,73,32,577,985,.281,.350,.433,.783,107,2442,150,42,71,44,63,1241,False
266,2008,Tampa Bay Rays,46,27.0,4.78,162,6312,5541,774,1443,284,37,180,735,142,50,626,1224,.260,.340,.422,.762,101,2341,111,68,23,52,33,1215,True
267,2008,Texas Rangers,55,27.7,5.56,162,6478,5728,901,1619,376,35,194,867,81,25,595,1207,.283,.354,.462,.816,114,2647,117,63,37,54,43,1238,False
268,2008,Toronto Blue Jays,43,31.0,4.41,162,6191,5503,714,1453,303,32,126,681,80,27,521,938,.264,.331,.399,.731,96,2198,150,59,48,56,34,1155,False
269,2008,Washington Nationals,50,27.8,3.98,161,6192,5491,641,1376,269,26,117,608,81,43,534,1095,.251,.323,.373,.696,84,2048,153,67,64,36,21,1178,False
270,2009,Arizona Diamondbacks,45,26.5,4.44,162,6269,5565,720,1408,307,45,173,686,102,40,571,1298,.253,.324,.418,.742,91,2324,93,37,54,41,47,1173,False
271,2009,Atlanta Braves,45,28.8,4.54,162,6335,5539,735,1459,300,20,149,700,58,26,602,1064,.263,.339,.405,.744,97,2246,142,52,95,47,54,1223,False
272,2009,Baltimore Orioles,48,28.7,4.57,162,6233,5618,741,1508,307,19,160,708,76,37,517,1013,.268,.332,.415,.747,95,2333,131,39,13,46,25,1160,False
273,2009,Boston Red Sox,52,30.0,5.38,162,6344,5543,872,1495,335,25,212,822,126,39,659,1120,.270,.352,.454,.806,106,2516,137,70,19,51,39,1210,True
274,2009,Chicago Cubs,45,29.9,4.39,161,6244,5486,707,1398,293,29,161,678,56,34,592,1185,.255,.332,.407,.738,89,2232,134,59,65,42,44,1209,False
275,2009,Chicago White Sox,45,29.8,4.47,162,6132,5463,724,1410,246,20,184,695,113,49,534,1022,.258,.329,.411,.740,90,2248,139,62,34,39,25,1086,False
276,2009,Cincinnati Reds,46,27.9,4.15,162,6187,5462,673,1349,280,25,158,637,96,40,531,1129,.247,.318,.394,.712,87,2153,103,53,100,41,37,1131,False
277,2009,Cleveland Indians,52,27.4,4.77,162,6320,5568,773,1468,314,28,161,730,84,31,582,1211,.264,.339,.417,.756,102,2321,140,81,39,50,20,1198,False
278,2009,Colorado Rockies,45,27.8,4.96,162,6241,5398,804,1408,300,50,190,760,106,55,660,1277,.261,.343,.441,.784,96,2378,111,47,76,60,40,1147,True
279,2009,Detroit Tigers,45,29.8,4.56,163,6234,5540,743,1443,245,35,183,718,72,33,540,1114,.260,.331,.416,.747,95,2307,131,61,53,39,30,1159,False
280,2009,Florida Marlins,44,27.0,4.77,162,6312,5572,772,1493,296,25,159,727,75,35,568,1226,.268,.340,.416,.756,97,2316,110,63,70,39,46,1214,False
281,2009,Houston Astros,42,31.6,3.97,162,6040,5436,643,1415,270,32,142,616,113,44,448,990,.260,.319,.400,.719,91,2175,153,43,66,45,37,1080,False
282,2009,Kansas City Royals,43,27.6,4.23,162,6103,5532,686,1432,276,51,144,657,88,29,457,1091,.259,.318,.405,.724,92,2242,135,42,38,32,20,1090,False
283,2009,Los Angeles Angels of Anaheim,46,29.5,5.45,162,6305,5622,883,1604,293,33,173,841,148,63,547,1054,.285,.350,.441,.792,108,2482,128,41,43,52,32,1134,True
284,2009,Los Angeles Dodgers,47,29.7,4.81,162,6385,5592,780,1511,278,39,145,739,116,48,607,1068,.270,.346,.412,.758,104,2302,141,63,78,44,76,1224,True
285,2009,Milwaukee Brewers,45,29.3,4.85,162,6296,5510,785,1447,281,37,182,757,68,37,610,1231,.263,.341,.426,.767,103,2348,128,71,58,47,44,1203,False
286,2009,Minnesota Twins,42,27.6,5.01,163,6346,5608,817,1539,271,40,172,770,85,32,585,1021,.274,.345,.429,.774,104,2406,147,45,51,57,46,1185,True
287,2009,New York Mets,53,29.5,4.14,162,6159,5453,671,1472,295,49,95,631,122,44,526,928,.270,.335,.394,.729,95,2150,144,36,88,55,49,1183,False
288,2009,New York Yankees,45,30.6,5.65,162,6449,5660,915,1604,325,21,244,881,111,28,663,1014,.283,.362,.478,.839,114,2703,144,54,31,39,35,1238,True
289,2009,Oakland Athletics,51,29.1,4.69,162,6247,5584,759,1464,307,21,135,723,133,48,527,1046,.262,.328,.397,.726,92,2218,130,50,31,54,16,1130,False
290,2009,Philadelphia Phillies,41,31.3,5.06,162,6338,5578,820,1439,312,35,224,788,119,28,589,1155,.258,.334,.447,.781,104,2493,90,71,55,45,47,1192,True
291,2009,Pittsburgh Pirates,49,27.0,3.95,161,6058,5417,636,1364,289,34,125,612,90,32,499,1142,.252,.318,.387,.705,87,2096,124,46,60,36,44,1124,False
292,2009,San Diego Padres,56,28.0,3.94,162,6179,5425,638,1315,265,31,141,605,82,29,586,1182,.242,.321,.381,.701,93,2065,131,57,74,36,52,1168,False
293,2009,Seattle Mariners,46,29.9,3.95,162,6113,5543,640,1430,280,19,160,613,89,33,421,1093,.258,.314,.402,.716,92,2228,124,49,56,44,39,1121,False
294,2009,San Francisco Giants,44,29.0,4.06,162,6057,5493,657,1411,275,43,122,612,78,28,392,1158,.257,.309,.389,.699,82,2138,115,50,67,55,41,1080,False
295,2009,St. Louis Cardinals,42,28.5,4.51,162,6168,5465,730,1436,294,29,160,694,75,31,528,1041,.263,.332,.415,.747,98,2268,127,61,68,43,73,1152,True
296,2009,Tampa Bay Rays,41,27.8,4.96,162,6223,5462,803,1434,297,36,199,765,194,61,642,1229,.263,.343,.439,.782,106,2400,104,49,25,45,36,1151,False
297,2009,Texas Rangers,44,27.8,4.84,162,6127,5526,784,1436,296,27,224,748,149,36,472,1253,.260,.320,.445,.764,95,2458,97,37,40,51,23,1059,False
298,2009,Toronto Blue Jays,44,29.9,4.93,162,6362,5696,798,1516,339,13,209,766,73,23,548,1028,.266,.333,.440,.773,102,2508,130,45,24,49,23,1195,False
299,2009,Washington Nationals,55,28.4,4.38,162,6273,5493,710,1416,271,38,156,685,73,40,617,1208,.258,.337,.406,.743,96,2231,133,56,64,42,39,1223,False
300,2010,Arizona Diamondbacks,48,26.8,4.40,162,6183,5473,713,1366,301,34,180,691,86,41,589,1529,.250,.325,.416,.740,94,2275,113,39,41,41,45,1139,False
301,2010,Atlanta Braves,43,28.6,4.56,162,6252,5463,738,1411,312,25,139,699,63,29,634,1140,.258,.339,.401,.740,101,2190,136,51,69,35,50,1222,True
302,2010,Baltimore Orioles,45,28.6,3.78,162,6109,5554,613,1440,264,21,133,577,76,34,424,1056,.259,.316,.386,.702,92,2145,154,54,31,45,32,1139,False
303,2010,Boston Red Sox,53,30.9,5.05,162,6356,5646,818,1511,358,22,211,782,68,17,587,1140,.268,.339,.451,.790,109,2546,130,47,29,46,43,1200,False
304,2010,Chicago Cubs,44,29.3,4.23,162,6140,5512,685,1414,298,27,149,658,55,31,479,1236,.257,.320,.401,.721,90,2213,124,50,60,38,32,1129,False
305,2010,Chicago White Sox,40,30.6,4.64,162,6118,5484,752,1467,263,21,177,710,160,74,467,922,.268,.332,.420,.752,102,2303,148,79,50,38,23,1046,False
306,2010,Cincinnati Reds,44,29.0,4.88,162,6285,5579,790,1515,293,30,188,761,93,43,522,1218,.272,.338,.436,.774,106,2432,113,68,66,50,34,1174,True
307,2010,Cleveland Indians,45,27.2,3.99,162,6165,5487,646,1362,290,20,128,601,91,33,545,1184,.248,.322,.378,.700,96,2076,118,64,36,33,34,1186,False
308,2010,Colorado Rockies,43,28.8,4.75,162,6265,5530,770,1452,270,54,173,741,99,42,585,1274,.263,.336,.425,.760,92,2349,103,47,56,47,53,1175,False
309,2010,Detroit Tigers,41,29.0,4.64,162,6312,5643,751,1515,308,32,152,717,69,30,546,1147,.268,.335,.415,.750,102,2343,118,41,41,41,50,1229,False
310,2010,Florida Marlins,57,26.9,4.44,162,6194,5531,719,1403,294,37,152,686,92,26,514,1375,.254,.321,.403,.724,92,2227,107,55,51,43,42,1154,False
311,2010,Houston Astros,48,29.6,3.77,162,6005,5452,611,1348,252,25,108,577,100,36,415,1025,.247,.303,.362,.665,81,1974,130,33,75,29,27,1060,False
312,2010,Kansas City Royals,46,28.9,4.17,162,6209,5604,676,1534,279,31,121,640,115,50,471,905,.274,.331,.399,.730,100,2238,152,35,45,53,25,1173,False
313,2010,Los Angeles Angels of Anaheim,46,29.6,4.20,162,6089,5488,681,1363,276,19,155,656,104,52,466,1070,.248,.311,.390,.702,94,2142,125,52,42,37,28,1049,False
314,2010,Los Angeles Dodgers,49,30.3,4.12,162,6140,5426,667,1368,270,29,120,621,92,50,533,1184,.252,.322,.379,.700,92,2056,123,46,85,50,57,1142,False
315,2010,Milwaukee Brewers,43,27.9,4.63,162,6304,5606,750,1471,293,33,182,710,81,26,546,1216,.262,.335,.424,.759,103,2376,115,81,35,35,35,1220,False
316,2010,Minnesota Twins,42,28.4,4.82,162,6257,5568,781,1521,318,41,142,749,68,28,559,967,.273,.341,.422,.762,109,2347,159,39,38,53,45,1156,True
317,2010,New York Mets,47,28.4,4.05,162,6144,5465,656,1361,266,40,128,625,130,44,502,1095,.249,.314,.383,.697,90,2091,101,46,74,57,53,1124,False
318,2010,New York Yankees,43,30.3,5.30,162,6379,5567,859,1485,275,32,201,823,103,30,662,1136,.267,.350,.436,.786,108,2427,124,73,33,44,36,1228,True
319,2010,Oakland Athletics,49,27.8,4.09,162,6117,5448,663,1396,276,30,109,619,156,38,527,1061,.256,.324,.378,.702,92,2059,129,47,43,51,16,1159,False
320,2010,Philadelphia Phillies,42,31.8,4.77,162,6291,5581,772,1451,290,34,166,736,108,21,560,1064,.260,.332,.413,.745,98,2307,120,63,44,43,69,1194,True
321,2010,Pittsburgh Pirates,52,26.5,3.62,162,5974,5386,587,1303,276,27,126,570,87,36,463,1207,.242,.304,.373,.678,84,2011,119,33,58,33,28,1078,False
322,2010,San Diego Padres,40,29.1,4.10,162,6148,5434,665,1338,236,24,132,630,124,50,538,1183,.246,.317,.371,.689,93,2018,106,50,79,46,67,1125,False
323,2010,Seattle Mariners,47,29.5,3.17,162,5989,5409,513,1274,227,16,101,485,142,39,459,1184,.236,.298,.339,.637,79,1836,110,39,42,40,33,1116,False
324,2010,San Francisco Giants,42,29.5,4.30,162,6143,5488,697,1411,284,30,162,660,55,32,487,1099,.257,.321,.408,.729,98,2241,158,50,76,41,53,1092,True
325,2010,St. Louis Cardinals,42,28.8,4.54,162,6241,5542,736,1456,285,18,150,689,79,41,541,1027,.263,.332,.402,.733,100,2227,124,50,66,40,78,1164,False
326,2010,Tampa Bay Rays,37,27.5,4.95,162,6270,5439,802,1343,295,37,160,769,172,47,672,1292,.247,.333,.403,.736,105,2192,92,57,39,57,30,1152,True
327,2010,Texas Rangers,48,28.3,4.86,162,6302,5635,787,1556,268,25,162,740,123,48,511,986,.276,.338,.419,.757,98,2360,129,45,53,54,37,1174,True
328,2010,Toronto Blue Jays,44,29.3,4.66,162,6072,5495,755,1364,319,21,257,732,58,20,471,1164,.248,.312,.454,.766,105,2496,114,55,16,34,25,1017,False
329,2010,Washington Nationals,46,29.1,4.04,162,6100,5418,655,1355,250,31,149,634,110,41,503,1220,.250,.318,.390,.708,91,2114,125,60,71,47,36,1113,False
330,2011,Arizona Diamondbacks,51,28.3,4.51,162,6096,5421,731,1357,293,37,172,702,133,55,531,1249,.250,.322,.413,.736,99,2240,82,61,50,33,55,1064,True
331,2011,Atlanta Braves,45,28.9,3.96,162,6169,5528,641,1345,244,16,173,606,77,44,504,1260,.243,.308,.387,.695,90,2140,113,28,75,30,45,1109,False
332,2011,Baltimore Orioles,50,28.3,4.37,162,6156,5585,708,1434,273,13,191,684,81,25,452,1120,.257,.316,.413,.729,97,2306,154,52,24,43,24,1069,False
333,2011,Boston Red Sox,49,30.0,5.40,162,6414,5710,875,1600,352,35,203,842,102,42,578,1108,.280,.349,.461,.810,116,2631,136,50,22,50,52,1190,False
334,2011,Chicago Cubs,42,29.2,4.04,162,6130,5549,654,1423,285,36,148,610,69,23,425,1202,.256,.314,.401,.715,95,2224,123,59,60,35,35,1141,False
335,2011,Chicago White Sox,42,30.0,4.04,162,6159,5502,654,1387,252,16,154,625,81,53,475,989,.252,.319,.388,.706,89,2133,125,84,52,46,31,1126,False
336,2011,Cincinnati Reds,42,28.6,4.54,162,6329,5612,735,1438,264,19,183,697,97,50,535,1250,.256,.326,.408,.734,98,2289,98,63,78,40,52,1189,False
337,2011,Cleveland Indians,46,27.8,4.35,162,6142,5509,704,1380,290,26,154,671,89,42,494,1269,.250,.317,.396,.714,100,2184,111,65,31,43,30,1075,False
338,2011,Colorado Rockies,55,28.6,4.54,162,6275,5544,735,1429,274,40,163,697,118,42,555,1201,.258,.329,.410,.739,88,2272,112,57,75,44,54,1172,False
339,2011,Detroit Tigers,45,28.7,4.86,162,6231,5563,787,1540,297,34,169,750,49,20,521,1143,.277,.340,.434,.773,109,2412,142,39,50,58,47,1165,True
340,2011,Florida Marlins,44,27.4,3.86,162,6232,5508,625,1358,274,30,149,596,95,41,542,1244,.247,.318,.388,.706,93,2139,111,51,89,42,38,1198,False
341,2011,Houston Astros,47,28.2,3.80,162,6150,5598,615,1442,309,28,95,579,118,33,401,1164,.258,.311,.374,.684,89,2092,111,46,66,37,34,1154,False
342,2011,Kansas City Royals,42,25.8,4.51,162,6267,5672,730,1560,325,41,129,705,153,58,442,1006,.275,.329,.415,.744,104,2354,121,39,55,57,37,1156,False
343,2011,Los Angeles Angels of Anaheim,43,28.9,4.12,162,6088,5513,667,1394,289,34,155,629,135,52,442,1086,.253,.313,.402,.714,102,2216,126,51,50,32,33,1051,False
344,2011,Los Angeles Dodgers,48,29.8,4.00,161,6094,5436,644,1395,237,28,117,613,126,40,498,1087,.257,.322,.375,.697,95,2039,101,45,71,43,61,1165,False
345,2011,Milwaukee Brewers,48,28.9,4.45,162,6113,5447,721,1422,276,31,185,693,94,31,481,1083,.261,.325,.425,.750,102,2315,114,56,85,44,53,1110,True
346,2011,Minnesota Twins,45,27.5,3.82,162,6020,5487,619,1357,259,25,103,572,92,39,440,1048,.247,.306,.360,.666,84,1975,115,37,31,25,24,1080,False
347,2011,New York Mets,46,28.0,4.43,162,6335,5600,718,1477,309,39,108,676,130,35,571,1085,.264,.335,.391,.725,103,2188,112,51,65,48,56,1257,False
348,2011,New York Yankees,48,30.6,5.35,162,6306,5518,867,1452,267,33,222,836,147,46,627,1138,.263,.343,.444,.788,110,2451,146,74,36,51,34,1114,True
349,2011,Oakland Athletics,48,29.1,3.98,162,6104,5452,645,1330,280,29,114,612,117,43,509,1094,.244,.311,.369,.680,88,2010,119,50,34,57,20,1106,False
350,2011,Philadelphia Phillies,42,31.5,4.40,162,6279,5579,713,1409,258,38,153,693,96,24,539,1024,.253,.323,.395,.717,96,2202,108,56,65,38,52,1197,True
351,2011,Pittsburgh Pirates,52,27.2,3.77,162,6064,5421,610,1325,277,35,107,580,108,52,489,1308,.244,.309,.368,.676,90,1993,123,34,75,44,31,1079,False
352,2011,San Diego Padres,48,28.0,3.66,162,6074,5417,593,1284,247,42,91,563,170,44,501,1320,.237,.305,.349,.653,85,1888,105,48,55,47,42,1103,False
353,2011,Seattle Mariners,47,29.4,3.43,162,5972,5421,556,1263,253,22,109,534,125,40,435,1280,.233,.292,.348,.640,84,1887,82,37,38,41,33,1083,False
354,2011,San Francisco Giants,44,30.2,3.52,162,6091,5486,570,1327,282,24,121,534,85,51,448,1122,.242,.303,.368,.671,91,2020,117,52,62,43,47,1127,False
355,2011,St. Louis Cardinals,46,29.3,4.70,162,6242,5532,762,1513,308,22,162,726,57,39,542,978,.273,.341,.425,.766,112,2351,169,44,84,40,64,1127,True
356,2011,Tampa Bay Rays,42,28.3,4.36,162,6152,5436,707,1324,273,37,172,674,155,62,571,1193,.244,.322,.402,.724,104,2187,101,73,37,35,31,1118,True
357,2011,Texas Rangers,45,29.1,5.28,162,6261,5659,855,1599,310,32,210,807,143,45,475,930,.283,.340,.460,.800,110,2603,135,39,39,49,35,1126,True
358,2011,Toronto Blue Jays,53,28.3,4.59,162,6210,5559,743,1384,285,34,186,704,131,52,525,1184,.249,.317,.413,.730,96,2295,108,48,31,47,41,1090,False
359,2011,Washington Nationals,44,28.4,3.88,161,6090,5441,624,1319,257,22,154,594,106,38,470,1323,.242,.309,.383,.691,89,2082,103,65,82,32,40,1114,False
360,2012,Arizona Diamondbacks,48,28.3,4.53,162,6150,5462,734,1416,307,33,165,710,93,51,539,1266,.259,.328,.418,.746,99,2284,108,41,61,45,47,1122,False
361,2012,Atlanta Braves,41,28.4,4.32,162,6126,5425,700,1341,263,30,149,660,101,32,567,1289,.247,.320,.389,.709,90,2111,108,34,53,46,37,1127,True
362,2012,Baltimore Orioles,52,28.0,4.40,162,6160,5560,712,1375,270,16,214,677,58,29,480,1315,.247,.311,.417,.728,97,2319,152,50,38,30,24,1027,True
363,2012,Boston Red Sox,56,29.4,4.53,162,6166,5604,734,1459,339,16,165,695,97,31,428,1197,.260,.315,.415,.730,96,2325,105,45,34,55,27,1076,False
364,2012,Chicago Cubs,53,27.8,3.78,162,5967,5411,613,1297,265,36,137,570,94,45,447,1235,.240,.302,.378,.680,83,2045,125,43,42,24,29,1044,False
365,2012,Chicago White Sox,45,30.0,4.62,162,6111,5518,748,1409,228,29,211,726,109,43,461,1203,.255,.318,.422,.740,98,2328,112,65,31,36,24,1038,False
366,2012,Cincinnati Reds,38,28.8,4.13,162,6115,5477,669,1377,296,30,172,636,87,27,481,1266,.251,.315,.411,.726,93,2249,100,47,73,37,54,1135,True
367,2012,Cleveland Indians,48,27.8,4.12,162,6195,5525,667,1385,266,24,136,635,110,44,555,1087,.251,.324,.381,.705,99,2107,141,59,17,39,28,1162,False
368,2012,Colorado Rockies,49,28.0,4.68,162,6183,5577,758,1526,306,52,166,716,100,40,450,1213,.274,.330,.436,.766,93,2434,132,36,74,39,34,1111,False
369,2012,Detroit Tigers,47,27.9,4.48,162,6119,5476,726,1467,279,39,163,698,59,23,511,1103,.268,.335,.422,.757,103,2313,156,57,36,39,46,1121,True
370,2012,Houston Astros,50,26.6,3.60,162,6014,5407,583,1276,238,28,146,545,105,46,463,1365,.236,.302,.371,.673,82,2008,114,58,54,30,19,1090,False
371,2012,Kansas City Royals,46,26.1,4.17,162,6149,5636,676,1492,295,37,131,643,132,38,404,1032,.265,.317,.400,.716,94,2254,130,42,26,41,35,1087,False
372,2012,Los Angeles Angels of Anaheim,44,28.7,4.73,162,6121,5536,767,1518,273,22,187,732,134,33,449,1113,.274,.332,.433,.764,114,2396,138,47,47,41,29,1079,False
373,2012,Los Angeles Dodgers,50,30.4,3.93,162,6091,5438,637,1369,269,23,116,607,104,44,481,1156,.252,.317,.374,.690,91,2032,139,52,82,38,49,1112,False
374,2012,Miami Marlins,45,28.3,3.76,162,6057,5437,609,1327,261,39,137,576,149,41,484,1228,.244,.308,.382,.690,85,2077,114,35,60,40,46,1092,False
375,2012,Milwaukee Brewers,46,29.1,4.79,162,6225,5557,776,1442,300,39,202,741,158,39,466,1240,.259,.325,.437,.762,101,2426,111,90,76,35,35,1104,False
